temperature,humidity,pressure,wind_speed,wind_direction,rain,cloudiness,description,condition_type,label
27.72,85,1008,1.34,42,1.11,99,5,1,waspada
28.54,83,1006,1.22,199,1.17,98,6,1,waspada
29.92,75,1008,1.16,184,1.04,96,5,1,waspada
27.32,87,1009,1.24,40,1.09,100,5,1,waspada
26.14,89,1010,0.64,253,1.03,99,4,1,waspada
23.11,98,1010,0.31,292,0.98,88,4,1,waspada
29.56,76,1007,1.75,48,1.09,91,5,1,waspada
24.15,95,1008,0.84,193,1.03,97,5,1,waspada
30.24,71,1006,0.91,104,0.99,100,4,1,waspada
30.1,73,1007,1.26,130,1.0,95,4,1,waspada
25.3,93,1007,0.73,105,0.88,94,4,1,waspada
27.8,82,1008,1.39,61,0.89,99,4,1,waspada
23.0,99,1008,0.6,320,1.03,96,6,1,waspada
27.54,88,1005,1.15,191,1.1,96,5,1,waspada
28.03,81,1010,0.87,161,1.0,87,5,1,waspada
30.99,69,1008,0.44,328,1.16,91,6,1,waspada
23.09,94,1008,0.77,253,1.15,70,6,1,waspada
25.23,96,1005,1.21,147,1.12,77,6,1,waspada
23.62,96,1007,1.08,347,0.98,99,4,1,waspada
23.05,99,1010,0.24,299,1.01,87,4,1,waspada
29.52,77,1007,1.15,149,1.07,98,5,1,waspada
30.02,73,1008,0.92,113,1.06,82,6,1,waspada
27.27,85,1008,0.98,158,1.05,82,6,1,waspada
28.32,87,1004,1.14,195,1.16,98,5,1,waspada
28.74,79,1008,1.59,57,0.9,97,4,1,waspada
29.99,74,1008,1.02,109,1.12,60,5,1,waspada
23.48,93,1008,0.87,256,1.16,74,6,1,waspada
29.5,77,1007,1.4,41,0.94,95,4,1,waspada
29.9,73,1008,0.49,328,1.18,96,6,1,waspada
28.7,80,1009,0.99,158,1.08,93,6,1,waspada
29.6,77,1007,1.53,42,1.02,93,4,1,waspada
26.11,91,1008,1.26,49,1.05,100,5,1,waspada
24.59,94,1008,0.71,68,0.88,98,4,1,waspada
23.88,98,1009,0.42,85,1.11,100,5,1,waspada
23.14,99,1008,0.82,324,1.08,97,6,1,waspada
25.33,93,1007,0.54,204,1.02,97,4,1,waspada
28.9,78,1008,1.4,39,1.03,100,5,1,waspada
29.89,73,1008,0.86,116,1.03,99,6,1,waspada
29.22,79,1008,1.12,160,1.11,99,6,1,waspada
28.98,76,1007,0.59,334,1.12,97,5,1,waspada
23.31,99,1009,1.05,328,1.14,98,6,1,waspada
22.96,96,1009,0.73,247,1.03,81,5,1,waspada
27.23,84,1009,0.84,230,1.07,97,5,1,waspada
25.37,93,1007,0.55,204,1.03,97,4,1,waspada
23.51,96,1008,0.74,196,1.04,98,5,1,waspada
29.49,75,1007,1.23,140,0.93,96,4,1,waspada
30.38,71,1007,1.23,138,0.99,95,4,1,waspada
25.67,90,1008,0.55,84,1.12,100,6,1,waspada
25.11,93,1011,1.1,296,1.03,94,5,1,waspada
30.67,69,1006,1.12,115,0.95,96,4,1,waspada
30.19,73,1008,0.91,101,1.07,58,5,1,waspada
24.04,98,1007,0.61,15,0.98,99,4,1,waspada
28.92,78,1008,1.62,55,0.96,96,4,1,waspada
30.3,70,1007,1.53,37,0.97,97,4,1,waspada
23.49,98,1007,0.66,7,0.93,100,4,1,waspada
25.58,89,1007,0.95,344,1.03,98,4,1,waspada
28.3,82,1009,1.13,33,0.91,100,4,1,waspada
24.42,97,1008,0.68,107,0.88,92,4,1,waspada
30.19,72,1007,0.89,107,1.0,100,5,1,waspada
24.68,94,1008,0.93,190,1.02,96,4,1,waspada
23.11,99,1008,0.77,323,1.07,97,6,1,waspada
29.95,72,1005,1.01,81,1.05,100,5,1,waspada
30.48,71,1008,0.51,326,1.09,78,6,1,waspada
27.6,86,1008,1.33,42,1.12,99,5,1,waspada
23.25,99,1009,0.86,324,1.12,96,6,1,waspada
23.17,99,1008,0.86,325,1.09,98,6,1,waspada
28.99,80,1007,1.38,32,0.93,94,4,1,waspada
27.8,86,1008,1.14,156,1.01,100,4,1,waspada
23.84,92,1008,0.96,259,1.16,77,6,1,waspada
27.96,82,1008,1.29,197,1.12,97,5,1,waspada
26.13,92,1009,0.85,26,0.9,100,4,1,waspada
26.43,89,1008,1.17,12,0.91,93,4,1,waspada
25.7,91,1009,1.12,36,0.9,93,4,1,waspada
28.43,80,1008,1.2,215,1.14,98,6,1,waspada
27.69,82,1007,0.78,80,1.1,100,6,1,waspada
28.16,81,1009,0.98,240,1.11,98,5,1,waspada
22.99,99,1008,0.55,319,1.03,95,6,1,waspada
30.66,69,1007,1.25,135,0.96,94,4,1,waspada
24.22,96,1009,0.37,89,1.12,100,6,1,waspada
25.71,89,1008,0.98,200,1.11,98,6,1,waspada
29.39,75,1008,0.44,326,1.15,96,6,1,waspada
25.32,93,1006,0.82,199,1.12,99,6,1,waspada
29.89,73,1008,0.42,332,1.14,96,5,1,waspada
23.33,99,1008,0.97,338,1.08,99,5,1,waspada
24.24,96,1009,0.95,31,0.9,93,4,1,waspada
28.18,80,1006,0.75,94,1.02,100,4,1,waspada
23.78,98,1009,0.59,79,1.05,100,5,1,waspada
23.04,99,1008,0.58,326,1.01,96,5,1,waspada
28.38,79,1008,0.86,110,1.11,62,6,1,waspada
25.73,87,1009,0.9,245,1.14,83,6,1,waspada
23.04,98,1009,0.26,206,0.95,96,4,1,waspada
26.62,89,1011,1.69,298,1.06,99,5,1,waspada
23.9,98,1009,0.39,86,1.12,100,5,1,waspada
29.69,76,1007,1.75,45,1.13,90,5,1,waspada
30.17,73,1008,0.92,102,1.08,58,5,1,waspada
28.12,81,1009,1.02,238,1.1,98,5,1,waspada
23.98,97,1007,0.69,10,0.92,100,4,1,waspada
28.86,78,1008,1.62,56,0.92,96,4,1,waspada
30.81,66,1009,0.73,198,0.88,97,4,1,waspada
29.21,76,1008,1.67,53,0.95,94,4,1,waspada
27.99,80,1009,0.69,115,1.04,91,6,1,waspada
27.11,89,1009,1.05,27,0.9,97,4,1,waspada
23.61,96,1009,0.25,210,0.94,96,4,1,waspada
23.36,97,1009,0.21,208,0.93,96,4,1,waspada
30.07,73,1008,1.0,108,1.11,59,5,1,waspada
24.41,95,1008,0.89,192,1.02,96,4,1,waspada
28.93,78,1008,1.63,52,0.98,94,4,1,waspada
29.27,79,1007,1.38,36,0.94,95,4,1,waspada
24.16,96,1009,0.5,200,0.94,95,4,1,waspada
27.18,86,1009,1.34,19,0.9,91,4,1,waspada
22.87,98,1009,0.71,240,0.86,98,4,1,waspada
28.27,79,1007,0.79,337,1.05,86,5,1,waspada
29.26,77,1007,1.61,50,0.95,94,4,1,waspada
22.52,98,1009,0.51,201,1.04,99,5,1,waspada
23.92,96,1008,1.07,329,1.15,99,6,1,waspada
25.38,90,1008,0.53,322,1.08,96,6,1,waspada
22.98,98,1010,0.53,229,0.87,98,4,1,waspada
28.4,80,1008,1.24,210,1.14,98,6,1,waspada
28.72,85,1004,1.14,198,1.19,98,6,1,waspada
29.73,75,1008,1.21,189,1.08,97,6,1,waspada
23.65,95,1009,0.56,258,1.06,83,5,1,waspada
27.11,84,1008,1.15,200,1.13,98,6,1,waspada
29.59,77,1007,1.5,41,1.0,94,4,1,waspada
31.18,68,1008,0.49,328,1.13,84,6,1,waspada
28.93,84,1004,1.13,196,1.17,98,6,1,waspada
23.32,99,1008,0.77,348,0.99,98,4,1,waspada
28.44,80,1010,0.88,161,1.04,88,6,1,waspada
30.07,73,1007,1.03,110,1.12,60,5,1,waspada
28.34,83,1004,0.95,196,0.96,93,4,1,waspada
23.1,94,1008,0.77,253,1.15,70,6,1,waspada
22.48,99,1009,0.58,205,1.03,100,5,1,waspada
25.44,92,1007,1.0,10,0.92,95,4,1,waspada
24.28,96,1010,0.35,263,0.95,100,4,1,waspada
29.33,75,1008,0.43,334,1.12,96,5,1,waspada
29.53,78,1007,1.37,39,0.94,95,4,1,waspada
25.99,89,1008,0.59,84,1.11,100,6,1,waspada
24.93,96,1006,1.07,142,1.11,76,6,1,waspada
30.63,69,1008,0.97,189,0.97,97,5,1,waspada
26.02,89,1008,1.01,65,0.87,99,4,1,waspada
27.21,88,1009,1.17,38,1.05,100,5,1,waspada
30.35,71,1008,0.55,332,1.07,80,5,1,waspada
26.23,91,1008,1.17,183,0.99,93,4,1,waspada
30.42,68,1009,0.83,198,0.93,97,4,1,waspada
27.69,83,1008,0.78,112,0.96,97,5,1,waspada
27.23,84,1008,0.74,111,1.1,65,6,1,waspada
24.61,93,1009,0.41,215,0.97,96,4,1,waspada
28.35,81,1009,1.51,55,0.95,99,4,1,waspada
30.32,72,1008,0.79,82,0.97,59,4,1,waspada
25.14,90,1008,1.08,290,1.14,95,6,1,waspada
24.16,97,1008,0.6,109,0.93,87,4,1,waspada
27.86,82,1010,0.91,161,0.99,89,5,1,waspada
28.42,81,1007,1.22,199,1.1,96,5,1,waspada
28.84,81,1007,1.12,155,1.12,99,6,1,waspada
30.46,69,1007,1.48,35,0.92,99,4,1,waspada
29.83,72,1005,1.03,77,1.08,100,5,1,waspada
29.24,78,1005,1.08,110,1.06,99,4,1,waspada
25.71,94,1006,1.25,163,1.07,84,5,1,waspada
29.59,74,1008,1.61,47,0.94,95,4,1,waspada
27.38,83,1009,0.86,231,1.08,97,5,1,waspada
29.72,75,1008,0.99,110,1.12,60,6,1,waspada
25.89,88,1008,1.33,276,1.14,100,5,1,waspada
28.52,86,1004,1.13,196,1.17,98,5,1,waspada
23.04,99,1009,0.43,304,1.0,91,4,1,waspada
24.21,95,1010,0.38,263,0.98,96,4,1,waspada
29.59,77,1007,1.38,39,0.94,96,4,1,waspada
26.93,87,1008,1.03,157,1.07,81,6,1,waspada
28.75,80,1008,1.17,184,1.03,95,5,1,waspada
30.45,71,1008,0.73,88,0.97,62,4,1,waspada
23.34,98,1008,1.13,330,1.15,100,5,1,waspada
28.73,85,1004,1.08,198,1.13,97,5,1,waspada
26.96,89,1009,1.14,157,0.93,99,4,1,waspada
29.63,74,1008,1.61,47,0.94,96,4,1,waspada
30.57,69,1007,1.1,125,0.97,96,4,1,waspada
28.28,82,1008,1.5,48,1.05,97,5,1,waspada
23.61,96,1007,1.0,353,0.95,99,4,1,waspada
29.61,76,1007,1.75,47,1.11,90,5,1,waspada
29.66,76,1007,1.68,44,1.1,91,5,1,waspada
24.23,95,1008,0.32,206,0.93,95,4,1,waspada
28.43,80,1010,0.88,161,1.04,88,6,1,waspada
30.03,73,1008,0.96,112,1.08,74,6,1,waspada
29.74,75,1007,1.75,45,1.13,90,5,1,waspada
30.38,72,1008,1.15,184,1.04,97,5,1,waspada
24.16,96,1009,0.98,31,0.88,92,4,1,waspada
30.31,72,1008,0.41,330,1.16,96,5,1,waspada
29.69,76,1007,1.77,45,1.14,90,6,1,waspada
25.73,88,1008,1.35,285,1.17,97,6,1,waspada
30.3,72,1008,0.81,95,1.03,56,4,1,waspada
29.53,74,1006,1.16,72,1.03,99,5,1,waspada
26.41,91,1008,1.17,175,0.97,95,4,1,waspada
28.61,81,1004,0.98,198,0.98,93,4,1,waspada
29.29,75,1005,0.9,99,0.95,98,4,1,waspada
24.43,94,1008,0.35,205,0.93,95,4,1,waspada
26.75,89,1007,1.12,187,0.98,93,4,1,waspada
26.95,87,1008,1.03,157,1.07,81,6,1,waspada
30.57,70,1007,1.17,123,1.01,80,4,1,waspada
25.08,93,1006,0.8,199,1.11,99,6,1,waspada
29.29,76,1008,1.66,52,0.95,94,4,1,waspada
27.43,89,1006,1.25,129,1.16,96,6,1,waspada
28.98,80,1007,1.36,40,0.99,97,4,1,waspada
24.11,97,1008,0.66,18,0.97,98,4,1,waspada
30.01,73,1008,0.42,331,1.15,96,5,1,waspada
23.41,97,1009,0.38,113,1.07,72,5,1,waspada
23.51,97,1009,0.41,113,1.05,75,5,1,waspada
29.14,79,1007,1.36,40,0.98,96,4,1,waspada
27.17,89,1008,1.19,146,1.01,99,4,1,waspada
23.2,99,1009,0.69,320,1.11,93,6,1,waspada
23.03,95,1009,0.71,256,1.14,71,5,1,waspada
24.4,93,1009,0.84,287,1.07,92,4,1,waspada
23.47,97,1008,1.13,337,1.08,100,5,1,waspada
22.63,98,1009,0.46,202,1.02,98,5,1,waspada
26.4,91,1005,1.24,152,1.12,84,6,1,waspada
27.3,82,1007,0.77,339,1.08,97,5,1,waspada
23.65,96,1009,0.24,207,0.92,95,4,1,waspada
23.04,95,1009,0.65,261,1.11,73,5,1,waspada
23.02,99,1008,0.5,311,1.01,93,5,1,waspada
27.57,86,1008,1.36,43,1.13,99,5,1,waspada
23.07,99,1009,0.29,312,1.06,88,6,1,waspada
27.46,83,1006,0.83,102,0.92,97,4,1,waspada
27.12,89,1009,1.11,37,1.02,100,4,1,waspada
28.85,78,1008,1.61,56,0.91,96,4,1,waspada
24.14,95,1010,0.4,262,0.99,94,4,1,waspada
25.04,92,1009,0.77,270,1.04,100,4,1,waspada
26.91,87,1005,0.68,201,0.94,93,4,1,waspada
28.7,83,1004,1.01,198,1.05,95,4,1,waspada
25.48,91,1010,0.52,257,1.0,99,4,1,waspada
30.82,68,1007,1.22,130,0.95,94,4,1,waspada
30.54,70,1007,1.24,136,0.98,95,4,1,waspada
27.85,82,1008,1.01,188,0.95,95,4,1,waspada
23.09,98,1010,0.65,243,0.87,100,4,1,waspada
27.89,82,1010,0.87,161,1.03,84,6,1,waspada
28.66,78,1005,0.88,100,0.94,98,4,1,waspada
27.93,84,1008,1.35,41,1.1,100,5,1,waspada
27.49,83,1008,1.32,59,0.92,95,4,1,waspada
28.23,80,1008,0.8,113,0.97,98,5,1,waspada
28.5,84,1007,1.16,144,1.14,99,6,1,waspada
26.69,88,1008,1.22,13,0.91,93,4,1,waspada
29.96,73,1005,1.0,102,1.0,99,4,1,waspada
24.65,94,1009,1.07,35,0.91,92,4,1,waspada
26.19,90,1011,1.57,301,1.06,99,6,1,waspada
23.42,97,1009,0.39,115,1.08,72,6,1,waspada
25.74,88,1008,1.38,282,1.15,97,5,1,waspada
23.04,99,1008,0.66,321,1.05,96,6,1,waspada
28.59,80,1008,1.56,50,1.01,96,4,1,waspada
29.12,78,1007,1.66,45,1.14,92,6,1,waspada
30.78,68,1007,1.2,129,0.95,94,4,1,waspada
23.07,98,1009,0.25,206,0.95,96,4,1,waspada
26.91,88,1009,1.28,41,1.1,98,5,1,waspada
26.02,91,1006,0.66,202,1.06,97,5,1,waspada
28.31,81,1008,1.31,200,1.15,98,6,1,waspada
23.09,99,1008,0.75,322,1.06,97,6,1,waspada
25.05,93,1007,0.93,9,0.92,96,4,1,waspada
23.06,98,1008,0.61,319,1.03,96,6,1,waspada
26.09,87,1009,0.29,316,1.07,83,6,1,waspada
29.28,76,1008,0.7,329,1.11,83,6,1,waspada
26.45,91,1008,1.17,174,0.96,96,4,1,waspada
23.52,97,1007,0.87,355,0.93,98,4,1,waspada
26.74,88,1009,1.26,41,1.08,98,5,1,waspada
29.45,76,1008,0.99,109,1.09,63,5,1,waspada
28.14,87,1004,1.14,194,1.14,97,5,1,waspada
28.49,80,1009,1.16,33,0.91,100,4,1,waspada
28.86,81,1007,1.12,155,1.12,99,6,1,waspada
25.91,93,1006,1.25,153,1.05,85,5,1,waspada
23.9,97,1010,0.32,275,0.97,95,4,1,waspada
23.89,98,1009,0.4,86,1.11,100,5,1,waspada
27.94,87,1007,1.21,125,1.15,99,6,1,waspada
29.25,76,1008,1.62,56,0.95,91,4,1,waspada
25.44,89,1008,0.53,322,1.08,96,6,1,waspada
30.05,73,1008,1.01,110,1.11,62,6,1,waspada
23.63,98,1007,0.76,14,0.91,97,4,1,waspada
26.7,88,1008,1.18,16,0.93,93,4,1,waspada
30.37,72,1008,0.75,83,0.97,57,4,1,waspada
23.01,99,1009,0.33,313,1.04,90,6,1,waspada
26.15,88,1008,0.56,91,1.07,100,5,1,waspada
26.29,88,1005,0.78,199,0.99,95,4,1,waspada
29.55,74,1006,1.0,77,1.08,100,6,1,waspada
29.68,76,1007,1.72,45,1.11,90,5,1,waspada
23.35,97,1009,0.2,208,0.93,96,4,1,waspada
26.18,92,1007,1.18,182,0.99,93,4,1,waspada
28.34,79,1007,0.86,79,1.09,100,6,1,waspada
28.74,85,1004,1.1,198,1.16,98,5,1,waspada
24.14,96,1009,1.27,322,1.13,100,6,1,waspada
23.62,98,1008,0.5,72,0.87,99,4,1,waspada
28.22,80,1010,0.82,163,1.02,85,5,1,waspada
23.02,99,1008,0.5,311,1.01,93,5,1,waspada
26.06,93,1007,0.97,116,1.02,96,4,1,waspada
27.36,87,1008,1.15,156,0.97,100,4,1,waspada
23.05,99,1009,0.4,301,1.0,90,4,1,waspada
27.75,82,1006,0.84,102,0.93,97,4,1,waspada
22.64,98,1009,0.46,202,1.02,98,5,1,waspada
23.36,98,1007,0.64,6,0.92,99,4,1,waspada
25.24,93,1007,0.97,10,0.92,96,4,1,waspada
29.46,76,1007,1.73,49,1.05,91,5,1,waspada
26.36,86,1008,1.62,283,1.17,100,6,1,waspada
26.95,90,1009,0.99,34,0.95,100,4,1,waspada
25.3,88,1008,1.34,271,1.18,90,6,1,waspada
27.53,88,1005,0.92,200,1.13,98,5,1,waspada
23.02,99,1009,0.18,309,1.05,86,6,1,waspada
30.28,70,1008,0.76,198,0.89,95,4,1,waspada
27.28,85,1008,0.98,158,1.05,82,6,1,waspada
23.59,96,1007,0.98,353,0.95,99,4,1,waspada
24.3,95,1010,0.35,264,0.97,98,4,1,waspada
24.03,96,1007,0.76,7,0.92,98,4,1,waspada
23.68,98,1007,0.63,10,0.95,99,4,1,waspada
30.4,69,1008,1.48,36,0.92,99,4,1,waspada
23.33,99,1008,0.89,342,1.04,98,5,1,waspada
23.06,99,1010,0.25,298,1.01,87,4,1,waspada
25.53,92,1009,1.15,38,0.98,95,4,1,waspada
23.8,98,1009,0.56,80,1.06,100,5,1,waspada
27.46,86,1009,1.33,43,1.14,99,5,1,waspada
26.43,88,1008,1.17,37,0.9,93,4,1,waspada
25.79,94,1005,1.27,151,1.12,80,6,1,waspada
25.22,95,1007,0.83,111,0.94,95,4,1,waspada
23.73,93,1008,0.93,258,1.16,76,6,1,waspada
22.61,98,1008,0.57,200,1.06,99,5,1,waspada
27.42,89,1007,1.22,137,1.08,99,5,1,waspada
30.14,72,1007,0.88,109,1.0,100,5,1,waspada
23.54,98,1008,1.02,64,0.91,100,4,1,waspada
28.5,81,1006,1.13,199,1.06,95,5,1,waspada
28.95,81,1007,1.11,155,1.12,99,6,1,waspada
24.02,97,1009,0.41,91,1.08,98,5,1,waspada
27.29,90,1007,1.18,124,1.13,98,5,1,waspada
30.14,73,1008,0.94,104,1.09,58,5,1,waspada
23.61,96,1007,1.0,353,0.95,99,4,1,waspada
29.62,76,1007,1.76,47,1.11,90,5,1,waspada
25.8,91,1008,0.73,109,0.91,95,4,1,waspada
27.05,89,1009,1.06,36,0.99,100,4,1,waspada
23.04,95,1009,0.69,258,1.13,72,5,1,waspada
30.29,71,1005,0.96,98,0.98,99,4,1,waspada
27.58,86,1008,1.36,43,1.12,99,5,1,waspada
23.26,97,1007,0.8,331,1.01,97,5,1,waspada
27.31,87,1009,1.24,40,1.09,100,5,1,waspada
30.71,68,1009,0.91,191,0.95,97,4,1,waspada
30.36,72,1008,0.55,324,1.17,96,6,1,waspada
29.49,77,1007,1.41,41,0.94,95,4,1,waspada
25.87,94,1006,1.25,152,1.06,84,5,1,waspada
28.53,81,1005,1.09,198,1.04,95,4,1,waspada
23.28,99,1009,0.93,325,1.13,97,6,1,waspada
28.98,77,1008,1.4,38,1.03,100,4,1,waspada
22.96,98,1010,0.69,241,0.86,100,4,1,waspada
29.58,76,1007,1.26,129,1.04,96,4,1,waspada
23.84,98,1009,0.39,83,1.06,99,5,1,waspada
29.32,75,1008,0.43,334,1.12,96,5,1,waspada
27.84,83,1010,0.92,161,0.99,89,5,1,waspada
25.69,90,1007,0.52,203,0.93,94,4,1,waspada
23.07,94,1008,0.76,253,1.15,70,6,1,waspada
30.19,72,1005,0.97,100,0.98,99,4,1,waspada
29.53,77,1008,1.13,166,1.09,98,6,1,waspada
28.27,82,1008,1.5,48,1.05,97,5,1,waspada
25.97,92,1008,0.89,121,1.13,88,6,1,waspada
24.63,95,1008,1.19,55,0.95,100,4,1,waspada
24.06,95,1009,0.7,289,1.04,91,4,1,waspada
23.16,98,1010,0.25,212,0.91,96,4,1,waspada
23.93,98,1007,0.62,13,0.97,99,4,1,waspada
23.61,97,1008,0.54,358,0.9,96,4,1,waspada
26.54,87,1009,0.7,250,1.04,98,5,1,waspada
23.05,99,1009,0.24,311,1.06,87,6,1,waspada
29.97,76,1007,1.15,187,1.08,97,6,1,waspada
29.16,77,1008,1.68,54,0.95,94,4,1,waspada
30.18,72,1008,0.56,327,1.09,80,6,1,waspada
28.9,78,1008,1.63,56,0.92,96,4,1,waspada
27.19,88,1009,1.09,25,0.9,96,4,1,waspada
23.33,99,1008,0.96,338,1.07,99,5,1,waspada
23.16,99,1009,0.58,318,1.09,92,6,1,waspada
23.43,97,1009,0.37,113,1.08,71,6,1,waspada
29.61,74,1006,1.24,69,1.04,98,5,1,waspada
24.89,93,1010,1.17,309,1.05,98,6,1,waspada
23.52,98,1008,1.06,63,0.89,100,4,1,waspada
23.22,99,1008,0.94,326,1.11,98,6,1,waspada
23.95,95,1007,1.12,350,0.97,99,4,1,waspada
26.4,89,1011,1.66,301,1.07,100,6,1,waspada
25.81,92,1010,0.95,33,0.89,96,4,1,waspada
28.41,86,1004,1.14,196,1.16,98,5,1,waspada
30.65,69,1008,0.95,190,0.97,97,5,1,waspada
27.96,83,1010,1.3,308,1.1,98,6,1,waspada
23.72,97,1008,0.81,315,1.04,96,6,1,waspada
29.06,77,1008,1.66,55,0.94,95,4,1,waspada
28.68,85,1004,1.16,198,1.18,98,6,1,waspada
24.15,95,1008,0.55,356,0.91,95,4,1,waspada
24.22,91,1008,1.06,262,1.16,80,6,1,waspada
25.54,90,1008,0.92,329,1.16,98,6,1,waspada
30.8,68,1007,1.27,132,0.94,94,4,1,waspada
23.68,96,1007,1.1,351,0.96,99,4,1,waspada
27.55,85,1008,1.37,15,0.91,91,4,1,waspada
28.73,81,1007,1.39,28,0.93,93,4,1,waspada
29.98,72,1005,1.01,83,1.05,100,5,1,waspada
24.68,94,1009,1.07,36,0.91,93,4,1,waspada
27.87,82,1010,0.91,161,0.99,89,5,1,waspada
28.72,78,1008,0.89,110,1.11,62,6,1,waspada
29.34,77,1007,1.7,50,1.06,93,5,1,waspada
23.28,95,1009,0.67,255,1.11,75,5,1,waspada
26.83,90,1008,1.16,159,0.93,99,4,1,waspada
30.02,73,1008,0.42,327,1.16,96,6,1,waspada
25.76,92,1008,0.97,16,0.95,95,4,1,waspada
30.34,71,1007,1.27,131,0.98,94,4,1,waspada
30.21,71,1006,0.9,106,0.99,100,4,1,waspada
25.18,93,1007,0.52,204,1.02,97,4,1,waspada
29.51,79,1005,1.14,191,1.12,98,6,1,waspada
24.01,94,1008,0.76,200,1.08,99,6,1,waspada
30.43,72,1008,0.71,87,0.98,55,4,1,waspada
25.55,95,1005,1.29,149,1.12,79,6,1,waspada
25.3,91,1008,0.55,352,0.94,92,4,1,waspada
26.09,90,1011,1.49,298,1.05,98,5,1,waspada
27.3,90,1007,1.18,124,1.13,98,5,1,waspada
29.69,74,1007,0.68,333,1.07,82,5,1,waspada
30.37,71,1005,0.95,97,0.97,100,4,1,waspada
23.01,99,1009,0.29,312,1.04,89,6,1,waspada
23.75,96,1009,0.36,203,0.93,95,4,1,waspada
28.51,78,1006,0.92,75,1.03,99,5,1,waspada
26.36,88,1008,0.75,110,0.92,96,4,1,waspada
28.31,81,1008,1.51,48,1.04,96,4,1,waspada
29.24,77,1008,1.24,192,1.11,97,6,1,waspada
29.4,77,1007,1.71,49,1.07,92,5,1,waspada
27.56,86,1009,1.29,19,0.91,93,4,1,waspada
30.46,72,1008,0.68,86,0.97,55,4,1,waspada
27.69,85,1008,1.39,16,0.91,91,4,1,waspada
29.62,75,1008,1.33,65,0.96,80,4,1,waspada
28.9,77,1008,0.81,114,0.99,98,5,1,waspada
23.24,99,1009,0.81,323,1.12,95,6,1,waspada
30.4,69,1007,1.46,35,0.92,99,4,1,waspada
29.72,75,1007,1.76,45,1.13,90,5,1,waspada
30.43,71,1007,1.23,138,0.99,95,4,1,waspada
23.49,97,1007,0.82,355,0.93,98,4,1,waspada
26.69,90,1008,1.18,156,0.95,97,4,1,waspada
28.77,78,1005,0.88,100,0.94,98,4,1,waspada
29.78,75,1007,1.4,38,0.93,97,4,1,waspada
26.27,87,1009,0.68,225,1.03,97,5,1,waspada
27.76,86,1008,1.06,34,0.91,98,4,1,waspada
26.67,87,1006,0.79,103,0.91,96,4,1,waspada
26.85,90,1009,0.91,32,0.9,99,4,1,waspada
28.37,81,1007,1.3,199,1.15,98,6,1,waspada
29.8,75,1007,1.73,44,1.11,91,5,1,waspada
26.03,89,1006,0.77,199,1.0,95,4,1,waspada
27.36,87,1009,1.19,23,0.91,94,4,1,waspada
25.77,88,1008,1.25,275,1.13,100,5,1,waspada
29.24,76,1007,1.29,68,0.99,99,5,1,waspada
27.02,88,1008,1.24,39,1.12,99,5,1,waspada
24.02,95,1009,0.43,113,1.08,70,6,1,waspada
29.72,73,1008,1.59,45,0.94,96,4,1,waspada
29.66,76,1007,1.66,44,1.08,91,5,1,waspada
23.66,98,1008,0.81,72,0.98,100,4,1,waspada
26.52,91,1009,0.88,29,0.9,100,4,1,waspada
27.34,84,1009,0.98,238,1.06,98,5,1,waspada
23.21,99,1008,0.93,326,1.1,98,6,1,waspada
25.45,93,1008,0.9,16,0.95,96,4,1,waspada
27.25,87,1009,1.07,158,0.95,95,4,1,waspada
29.0,76,1006,0.96,76,1.05,99,5,1,waspada
24.72,92,1009,0.43,216,0.98,96,4,1,waspada
24.07,96,1008,1.08,329,1.15,97,6,1,waspada
30.58,70,1007,1.24,136,0.97,95,4,1,waspada
24.93,93,1008,0.78,67,0.88,97,4,1,waspada
29.05,80,1007,1.11,155,1.11,99,5,1,waspada
28.42,81,1007,1.28,199,1.16,98,6,1,waspada
28.3,83,1004,0.96,195,0.96,93,4,1,waspada
25.48,94,1009,0.76,24,0.94,99,4,1,waspada
29.84,71,1009,0.8,194,0.89,96,4,1,waspada
25.78,93,1005,1.23,152,1.11,78,6,1,waspada
25.24,93,1008,1.22,52,0.99,100,4,1,waspada
25.5,94,1009,0.76,24,0.94,99,4,1,waspada
25.12,90,1008,1.08,290,1.14,94,6,1,waspada
23.04,99,1009,0.42,303,1.0,91,4,1,waspada
26.36,86,1008,1.62,283,1.17,100,6,1,waspada
27.06,89,1009,1.07,36,0.99,100,4,1,waspada
24.11,97,1009,0.36,88,1.13,100,6,1,waspada
28.94,78,1008,1.43,63,0.94,99,4,1,waspada
25.15,94,1010,0.99,33,0.89,94,4,1,waspada
27.0,88,1006,1.1,188,0.98,93,4,1,waspada
23.15,98,1007,0.71,327,1.02,96,5,1,waspada
25.71,92,1008,1.1,186,1.0,94,4,1,waspada
24.1,97,1008,0.62,16,0.98,98,4,1,waspada
23.16,99,1008,0.57,341,0.95,96,4,1,waspada
25.08,92,1007,0.63,73,0.91,99,4,1,waspada
24.51,95,1010,0.42,266,0.98,100,4,1,waspada
